Receipt_Code  | Date       | Customer_Name           | Product_Name           | Qty  | Unit_Price | Total_Price
B1039         | 08-05-2026 | Rachid Bouras           | Ifri Water 1.5L        | 3    | 40.00      | 120.00     
B1039         | 08-05-2026 | Rachid Bouras           | Mina Salt 1kg          | 3    | 35.00      | 105.00     
B1039         | 08-05-2026 | Rachid Bouras           | Amor Benamor Pasta     | 4    | 75.00      | 300.00     
B1039         | 08-05-2026 | Rachid Bouras           | Tartino Cheese Spread  | 2    | 280.00     | 560.00     
B1039         | 08-05-2026 | Rachid Bouras           | Sim Flour 1kg          | 5    | 85.00      | 425.00     
B1039         | 08-05-2026 | Rachid Bouras           | Bonal Tuna Can         | 5    | 210.00     | 1050.00    
B1039         | 08-05-2026 | Rachid Bouras           | Jumbo Tomato Paste     | 4    | 120.00     | 480.00     
B1039         | 08-05-2026 | Rachid Bouras           | Benamor Couscous 1kg   | 4    | 165.00     | 660.00     
B1039         | 08-05-2026 | Rachid Bouras           | Palmary Chocolate      | 3    | 140.00     | 420.00     
B1040         | 09-05-2026 | Kamel Benmeidi          | Jumbo Tomato Paste     | 3    | 120.00     | 360.00     
B1040         | 09-05-2026 | Kamel Benmeidi          | Facto Coffee 250g      | 3    | 320.00     | 960.00     
B1040         | 09-05-2026 | Kamel Benmeidi          | Hamoud Boualem 1L      | 3    | 110.00     | 330.00     
B1040         | 09-05-2026 | Kamel Benmeidi          | Fleurial Oil 1L        | 1    | 250.00     | 250.00     
B1040         | 09-05-2026 | Kamel Benmeidi          | Marissa Harissa        | 4    | 80.00      | 320.00     
B1041         | 09-05-2026 | Tarek Zeghdoud          | Palmary Chocolate      | 4    | 140.00     | 560.00     
B1041         | 09-05-2026 | Tarek Zeghdoud          | Ami Chips              | 4    | 90.00      | 360.00     
B1041         | 09-05-2026 | Tarek Zeghdoud          | Mina Salt 1kg          | 5    | 35.00      | 175.00     
B1041         | 09-05-2026 | Tarek Zeghdoud          | Bonal Tuna Can         | 4    | 210.00     | 840.00     
B1041         | 09-05-2026 | Tarek Zeghdoud          | Marissa Harissa        | 1    | 80.00      | 80.00      
B1041         | 09-05-2026 | Tarek Zeghdoud          | Benamor Couscous 1kg   | 1    | 165.00     | 165.00     
B1042         | 09-05-2026 | Redouane Khelifi        | Nadhif Soap Bar        | 4    | 70.00      | 280.00     
B1042         | 09-05-2026 | Redouane Khelifi        | Faderco Cotex          | 4    | 220.00     | 880.00     
B1042         | 09-05-2026 | Redouane Khelifi        | Soummam Yogurt         | 3    | 45.00      | 135.00     
B1042         | 09-05-2026 | Redouane Khelifi        | Hamoud Boualem 1L      | 2    | 110.00     | 220.00     
B1042         | 09-05-2026 | Redouane Khelifi        | Bonal Tuna Can         | 4    | 210.00     | 840.00     
B1042         | 09-05-2026 | Redouane Khelifi        | Bimo Biscuits          | 3    | 65.00      | 195.00     
B1042         | 09-05-2026 | Redouane Khelifi        | Mama Semolina 1kg      | 2    | 110.00     | 220.00     
B1042         | 09-05-2026 | Redouane Khelifi        | Fleurial Oil 1L        | 5    | 250.00     | 1250.00    
B1042         | 09-05-2026 | Redouane Khelifi        | Le Chat Liquid Soap    | 5    | 130.00     | 650.00     
B1043         | 09-05-2026 | Tarek Zeghdoud          | Hamoud Boualem 1L      | 3    | 110.00     | 330.00     
B1043         | 09-05-2026 | Tarek Zeghdoud          | El Widian Olive Oil    | 2    | 900.00     | 1800.00    
B1043         | 09-05-2026 | Tarek Zeghdoud          | El Benna Tea 100g      | 1    | 150.00     | 150.00     
B1043         | 09-05-2026 | Tarek Zeghdoud          | Benamor Couscous 1kg   | 4    | 165.00     | 660.00     
B1043         | 09-05-2026 | Tarek Zeghdoud          | Ami Chips              | 2    | 90.00      | 180.00     
B1043         | 09-05-2026 | Tarek Zeghdoud          | Mama Semolina 1kg      | 4    | 110.00     | 440.00     
B1043         | 09-05-2026 | Tarek Zeghdoud          | Isis Powder Detergent  | 3    | 380.00     | 1140.00    
B1043         | 09-05-2026 | Tarek Zeghdoud          | Bimo Biscuits          | 2    | 65.00      | 130.00     
B1044         | 09-05-2026 | Rachid Bouras           | Marissa Harissa        | 3    | 80.00      | 240.00     
B1044         | 09-05-2026 | Rachid Bouras           | Cevital Sugar 1kg      | 1    | 105.00     | 105.00     
B1044         | 09-05-2026 | Rachid Bouras           | Jumbo Tomato Paste     | 1    | 120.00     | 120.00     
B1044         | 09-05-2026 | Rachid Bouras           | Tartino Cheese Spread  | 4    | 280.00     | 1120.00    
B1044         | 09-05-2026 | Rachid Bouras           | Facto Coffee 250g      | 5    | 320.00     | 1600.00    
B1044         | 09-05-2026 | Rachid Bouras           | Mama Semolina 1kg      | 3    | 110.00     | 330.00     
B1044         | 09-05-2026 | Rachid Bouras           | Candia Milk 1L         | 2    | 135.00     | 270.00     
B1045         | 10-05-2026 | Mourad Meziane          | El Widian Olive Oil    | 5    | 900.00     | 4500.00    
B1045         | 10-05-2026 | Mourad Meziane          | El Benna Tea 100g      | 2    | 150.00     | 300.00     
B1045         | 10-05-2026 | Mourad Meziane          | Tartino Cheese Spread  | 4    | 280.00     | 1120.00    
B1045         | 10-05-2026 | Mourad Meziane          | Bimo Biscuits          | 1    | 65.00      | 65.00      
B1045         | 10-05-2026 | Mourad Meziane          | Sim Flour 1kg          | 3    | 85.00      | 255.00     
B1045         | 10-05-2026 | Mourad Meziane          | Soummam Yogurt         | 2    | 45.00      | 90.00      
B1046         | 10-05-2026 | Kamel Benmeidi          | Faderco Cotex          | 5    | 220.00     | 1100.00    
B1046         | 10-05-2026 | Kamel Benmeidi          | Bref Bleach 1L         | 4    | 110.00     | 440.00     
B1046         | 10-05-2026 | Kamel Benmeidi          | N'goussa Dates 1kg     | 5    | 450.00     | 2250.00    
B1046         | 10-05-2026 | Kamel Benmeidi          | Mina Salt 1kg          | 1    | 35.00      | 35.00      
B1046         | 10-05-2026 | Kamel Benmeidi          | Sim Flour 1kg          | 2    | 85.00      | 170.00     
B1047         | 10-05-2026 | Tarek Zeghdoud          | Marissa Harissa        | 2    | 80.00      | 160.00     
B1047         | 10-05-2026 | Tarek Zeghdoud          | Bref Bleach 1L         | 1    | 110.00     | 110.00     
B1047         | 10-05-2026 | Tarek Zeghdoud          | Mama Semolina 1kg      | 2    | 110.00     | 220.00     
B1047         | 10-05-2026 | Tarek Zeghdoud          | Hamoud Boualem 1L      | 3    | 110.00     | 330.00     
B1047         | 10-05-2026 | Tarek Zeghdoud          | El Benna Tea 100g      | 4    | 150.00     | 600.00     
B1047         | 10-05-2026 | Tarek Zeghdoud          | Benamor Couscous 1kg   | 2    | 165.00     | 330.00     
B1047         | 10-05-2026 | Tarek Zeghdoud          | Isis Powder Detergent  | 3    | 380.00     | 1140.00    
B1047         | 10-05-2026 | Tarek Zeghdoud          | Rouiba Juice 1L        | 4    | 190.00     | 760.00     
B1047         | 10-05-2026 | Tarek Zeghdoud          | Le Chat Liquid Soap    | 1    | 130.00     | 130.00     
B1047         | 10-05-2026 | Tarek Zeghdoud          | Candia Milk 1L         | 1    | 135.00     | 135.00     
B1048         | 10-05-2026 | Mourad Meziane          | Tartino Cheese Spread  | 3    | 280.00     | 840.00     
B1048         | 10-05-2026 | Mourad Meziane          | Facto Coffee 250g      | 4    | 320.00     | 1280.00    
B1048         | 10-05-2026 | Mourad Meziane          | Ami Chips              | 1    | 90.00      | 90.00      
B1048         | 10-05-2026 | Mourad Meziane          | Soummam Yogurt         | 4    | 45.00      | 180.00     
B1048         | 10-05-2026 | Mourad Meziane          | Candia Milk 1L         | 3    | 135.00     | 405.00     
B1048         | 10-05-2026 | Mourad Meziane          | El Benna Tea 100g      | 3    | 150.00     | 450.00     
B1048         | 10-05-2026 | Mourad Meziane          | Benamor Couscous 1kg   | 5    | 165.00     | 825.00     
B1048         | 10-05-2026 | Mourad Meziane          | Fleurial Oil 1L        | 2    | 250.00     | 500.00     
B1048         | 10-05-2026 | Mourad Meziane          | Mama Semolina 1kg      | 5    | 110.00     | 550.00     
B1048         | 10-05-2026 | Mourad Meziane          | Rouiba Juice 1L        | 1    | 190.00     | 190.00     
